2023-04-25 01:02:42, 1
2023-04-25 01:02:42, 0
1970-01-01 01:03:36, 1
1970-01-01 01:04:07, 1
1970-01-01 01:04:36, 1
1970-01-01 01:05:12, 1
1970-01-01 01:05:52, 1
1970-01-01 01:06:28, 1
1970-01-01 01:06:59, 1
1970-01-01 01:07:26, 1
1970-01-01 01:07:49, 1
1970-01-01 01:08:18, 1
1970-01-01 01:08:54, 1
1970-01-01 01:09:24, 1
1970-01-01 01:10:03, 1
1970-01-01 01:10:34, 1
1970-01-01 01:11:15, 1
1970-01-01 01:11:43, 1
1970-01-01 01:12:22, 1
1970-01-01 01:13:01, 1
1970-01-01 01:13:31, 1
1970-01-01 01:14:07, 1
1970-01-01 01:14:39, 1
1970-01-01 01:15:12, 1
1970-01-01 01:15:53, 1
1970-01-01 01:16:27, 1
1970-01-01 01:17:00, 1
1970-01-01 01:17:32, 1
1970-01-01 01:18:07, 1
1970-01-01 01:18:37, 1
1970-01-01 01:19:04, 1
1970-01-01 01:19:44, 1
1970-01-01 01:20:24, 1
1970-01-01 01:20:50, 1
1970-01-01 01:21:30, 1
1970-01-01 01:21:59, 1
1970-01-01 01:22:30, 1
1970-01-01 01:23:01, 1
1970-01-01 01:23:29, 1
1970-01-01 01:23:56, 1
1970-01-01 01:24:27, 1
1970-01-01 01:24:58, 1
1970-01-01 01:25:36, 1
1970-01-01 01:26:05, 1
1970-01-01 01:26:34, 1
1970-01-01 01:27:06, 1
1970-01-01 01:27:35, 1
1970-01-01 01:00:04, 1
1970-01-01 01:00:35, 1
1970-01-01 01:00:53, 1
1970-01-01 01:01:20, 1
1970-01-01 01:01:51, 1
1970-01-01 01:02:25, 1
1970-01-01 01:02:58, 1
1970-01-01 01:03:34, 1
1970-01-01 01:04:14, 1
1970-01-01 01:04:43, 1
1970-01-01 01:05:11, 1
1970-01-01 01:00:04, 1
1970-01-01 01:00:41, 1
1970-01-01 01:01:16, 1
1970-01-01 01:01:43, 1
1970-01-01 01:02:17, 1
1970-01-01 01:02:57, 1
1970-01-01 01:03:26, 1
1970-01-01 01:03:49, 1
1970-01-01 01:00:04, 1
1970-01-01 01:00:43, 1
1970-01-01 01:01:13, 1
1970-01-01 01:00:05, 1
1970-01-01 01:00:42, 1
1970-01-01 01:01:15, 1
1970-01-01 01:01:45, 1
1970-01-01 01:02:20, 1
1970-01-01 01:02:59, 1
1970-01-01 01:03:37, 1
1970-01-01 01:04:05, 1
1970-01-01 01:04:38, 1
1970-01-01 01:05:07, 1
